0	49185
1	42954
2	47235
3	89630
4	60112
5	67406
6	72477
7	131770
8	82767
9	179317
10	90116
11	95283
12	101120
13	123912
14	128716
15	173800
16	142194
17	147113
18	155602
19	142548
20	167145
21	172790
22	189587
23	161991
24	166860
25	169062
26	180012
27	184249
28	193810
29	204633
30	195369
31	273528
32	221147
33	220984
34	229778
35	233848
36	240404
37	245013
38	252775
39	269261
40	254467
41	257462
42	265395
43	271707
44	356549
45	321858
46	328989
47	317089
48	307115
49	292986
50	303619
51	306227
52	310797
53	314631
54	321516
55	334552
56	326958
57	325300
58	332575
59	338593
60	343542
61	346384
62	353017
63	467074
64	366812
65	375793
66	383253
67	442486
68	409104
69	417942
70	421087
71	430594
72	431196
73	428999
74	447346
75	446380
76	452584
77	461411
78	463690
79	464290
80	453587
81	439342
82	444645
83	452291
84	457735
85	459722
86	490933
87	484187
88	503784
89	507521
90	507483
91	513788
92	518593
93	525341
94	524468
95	545909
96	543715
97	549305
98	559382
99	562285
100	576366
101	569337
102	618874
103	567150
104	572616
105	577902
106	583052
107	589016
108	592947
109	576674
110	583350
111	593223
112	593223
113	594073
114	604740
115	610642
116	653192
117	620976
118	619108
119	623631
120	633551
121	639789
122	642620
123	652420
124	649477
125	663353
126	661089
127	847190
128	692128
129	677719
130	721893
131	685501
132	691755
133	692691
134	702544
135	698807
136	706615
137	715096
138	721700
139	720380
140	732610
141	730288
142	777283
143	741308
144	747160
145	749771
146	762818
147	770986
148	764586
149	773639
150	783142
151	784497
152	787888
153	794769
154	839780
155	800496
156	806706
157	811348
158	818827
159	821030
160	833278
161	830143
162	834098
163	841940
164	886256
165	849607
166	854861
167	861180
168	863133
169	868605
170	878160
171	880037
172	887824
173	898555
174	892377
175	942272
176	907629
177	907830
178	916470
179	921067
180	922584
181	931265
182	941131
183	939811
184	985481
185	955038
186	957545
187	961216
188	966809
189	970056
190	974096
191	979052
192	988239
193	988531
194	1032432
195	1003618
196	1011963
197	1007160
198	1016270
199	1017927
200	1021189
201	1030735
202	1032718
203	1078800
204	1045086
205	1045736
206	1051562
207	1058555
208	1064743
209	1066871
210	1073549
211	1119298
212	1084894
213	1090557
214	1094366
215	1100096
216	1111303
217	1106367
218	1114901
219	1161036
220	1122970
221	1122008
222	1136463
223	1138251
224	1143066
225	1145975
226	1162169
227	1153675
228	1159686
229	1171080
230	1177010
231	1177853
232	1174786
233	1187352
234	1192339
235	1241368
236	1203236
237	1207922
238	1217551
239	1214933
240	1221322
241	1231346
242	1225937
243	1282050
244	1238987
245	1251635
246	1249487
247	1255960
248	1266791
249	1268232
250	1318940
251	1276365
252	1279828
253	1295692
254	1289989
255	1638427
256	1340152
257	1350114
258	1311336
259	1311008
260	1320934
261	1330878
262	1331822
263	1332305
264	1385125
265	1349749
266	1349440
267	1358197
268	1354892
269	1362672
270	1376900
271	1418522
272	1376202
273	1381479
274	1393186
275	1395651
276	1401718
277	1443073
278	1411815
279	1408604
280	1418872
281	1426019
282	1428999
283	1433357
284	1473150
285	1455856
286	1446208
287	1452746
288	1451995
289	1464688
290	1504805
291	1484219
292	1469659
293	1483856
294	1487622
295	1488783
296	1537267
297	1504114
298	1506005
299	1511141
300	1524751
301	1520339
302	1568870
303	1526176
304	1536369
305	1539282
306	1549098
307	1555133
308	1595804
309	1554986
310	1568543
311	1561820
312	1570958
313	1578903
314	1638790
315	1586588
316	1593137
317	1595651
318	1600887
319	1603452
320	1636706
321	1611016
322	1623729
323	1624600
324	1631900
325	1630833
326	1664898
327	1642257
328	1653110
329	1652900
330	1660156
331	1684482
332	1669333
333	1674484
334	1683248
335	1682113
336	1691557
337	1715092
338	1701408
339	1699730
340	1708899
341	1714750
342	1743449
343	1726684
344	1735485
345	1734018
346	1738276
347	1745794
348	1770098
349	1757505
350	1761367
351	1768531
352	1772582
353	1792975
354	1777664
355	1784351
356	1790063
357	1794175
358	1827104
359	1802430
360	1811840
361	1813699
362	1816500
363	1844857
364	1827067
365	1832486
366	1837023
367	1842277
368	1884464
369	1848220
370	1857194
371	1860898
372	1864877
373	1873554
374	1890590
375	1883698
376	1887139
377	1892219
378	1914206
379	1901208
380	1907330
381	1910554
382	1919397
383	1939007
384	1926631
385	1931652
386	1937669
387	1938680
388	1964654
389	1964265
390	1957448
391	1958556
392	1964038
393	1990401
394	1971486
395	1984741
396	1993599
397	2006230
398	2025577
399	2000515
400	2002803
401	2009134
402	2035048
403	2023336
404	2021995
405	2032280
406	2034522
407	2059910
408	2044501
409	2052667
410	2093450
411	2064843
412	2084111
413	2069293
414	2074638
415	2076482
416	2110465
417	2090051
418	2092504
419	2101059
420	2103137
421	2113254
422	2116165
423	2117436
424	2126238
425	2149832
426	2137586
427	2134140
428	2143378
429	2168642
430	2148474
431	2154583
432	2164484
433	2164764
434	2195775
435	2173819
436	2175025
437	2185014
438	2212859
439	2192776
440	2203373
441	2207251
442	2224678
443	2218446
444	2233220
445	2224795
446	2262586
447	2235608
448	2244592
449	2241146
450	2254944
451	2280207
452	2263987
453	2263356
454	2268930
455	2293907
456	2281216
457	2285010
458	2289998
459	2318519
460	2300195
461	2309766
462	2306738
463	2334572
464	2322579
465	2324083
466	2330942
467	2358890
468	2343291
469	2345476
470	2353881
471	2378665
472	2357058
473	2365011
474	2369456
475	2396024
476	2381855
477	2390115
478	2391922
479	2420686
480	2407552
481	2408722
482	2418312
483	2445793
484	2421256
485	2427127
486	2435474
487	2457309
488	2442586
489	2441672
490	2451148
491	2483524
492	2463387
493	2462725
494	2493796
495	2501089
496	2909794
497	3420071
498	2735922
499	2607512
500	2515661
501	2625375
502	2567157
503	2547445
504	2526080
505	2554436
506	2532607
507	2535087
508	2558287
509	2581198
510	2555421
511	3190383
512	2674932
513	2634078
514	2664411
515	2635024
516	2641862
517	2606870
518	2606128
519	2642421
520	2811176
521	3731182
522	2785734
523	2720540
524	2648734
525	2679971
526	2716959
527	2683737
528	2681021
529	2697853
530	2673589
531	2675538
532	2701262
533	2729112
534	2690473
535	2695216
536	2719634
537	2702099
538	2731710
539	2728514
540	2751573
541	2723262
542	2729282
543	2765442
544	3934787
545	3188975
546	2896185
547	2770305
548	2791573
549	2818076
550	2840660
551	2790323
552	2772639
553	2805130
554	2791052
555	2810377
556	2841559
557	2818082
558	2800561
559	2807978
560	2841121
561	2832575
562	2840536
563	2881771
564	2846356
565	2847385
566	2960110
567	4049338
568	2979187
569	2998131
570	2886217
571	2919493
572	2946194
573	2917866
574	2897042
575	2888144
576	2921465
577	2915904
578	2930347
579	2946681
580	2913356
581	2916226
582	2963866
583	2955244
584	2945285
585	2970406
586	2951615
587	2943165
588	3169681
589	4297592
590	3539397
591	3086345
592	3064840
593	3089339
594	3041299
595	3055064
596	3050269
597	3008642
598	3020385
599	3064274
600	3034320
601	3019483
602	3049640
603	3050636
604	3056696
605	3081763
606	3050104
607	3047207
608	3085003
609	3545409
610	3458973
611	3234841
612	3110819
613	3130370
614	3180098
615	3133205
616	3106517
617	3132654
618	3112947
619	3131771
620	3162533
621	3138991
622	3122064
623	3151806
624	3153186
625	3161110
626	3203779
627	3190654
628	3167032
629	3288865
630	4462841
631	3328213
632	3303951
633	3268403
634	3264695
635	3240640
636	3241208
637	3195919
638	3191670
639	3270434
640	3234638
641	3221921
642	3254350
643	3232594
644	3256910
645	3276091
646	3252894
647	3255493
648	3265358
649	3534344
650	4367078
651	3396736
652	3330008
653	3393691
654	3329641
655	3323118
656	3338975
657	3305967
658	3303931
659	3358685
660	3331651
661	3316084
662	3346391
663	3336945
664	3354165
665	3377801
666	3336677
667	3333755
668	3615612
669	4628931
670	3542185
671	3434606
672	3484425
673	3465451
674	3414576
675	3431278
676	3394054
677	3454213
678	3465001
679	3430295
680	3408336
681	3430420
682	3477611
683	3440179
684	3485388
685	3448396
686	3449595
687	4755910
688	3670122
689	3632825
690	3512019
691	3566056
692	3558020
693	3491080
694	3515490
695	3547439
696	3513191
697	3543052
698	3505528
699	3495474
700	3591433
701	3542693
702	3576852
703	3529673
704	3523881
705	4261988
706	3909841
707	3738613
708	3622738
709	3658327
710	3644971
711	3591725
712	3577661
713	3665144
714	3607536
715	3639430
716	3597386
717	3588336
718	3696246
719	3622463
720	3628051
721	3609577
722	3742699
723	4964546
724	3795998
725	3788576
726	3772796
727	3685778
728	3735050
729	3676943
730	3653589
731	3767293
732	3718988
733	3735246
734	3688048
735	3744333
736	3753312
737	3730160
738	3735109
739	3810429
740	4746026
741	3936682
742	3846817
743	3863803
744	3780233
745	3816045
746	3766896
747	3753784
748	3853637
749	3781972
750	3795299
751	3762297
752	3810122
753	3831328
754	3788476
755	3797461
756	3871745
757	4675260
758	4009909
759	3929794
760	3983405
761	3873434
762	3862635
763	3882208
764	3835475
765	3923273
766	3879592
767	3864201
768	3894757
769	3926030
770	3917197
771	3867765
772	3896221
773	4207913
774	5013890
775	4079779
776	4000470
777	4026777
778	3944942
779	3952120
780	3914256
781	3991425
782	3976979
783	3939606
784	3945948
785	4264468
786	5152300
787	4088378
788	4086639
789	4092073
790	4020120
791	4056235
792	3985518
793	4082052
794	4006871
795	3985591
796	4029495
797	4050850
798	4048616
799	4004285
800	4029021
801	4917350
802	4539237
803	4172750
804	4129127
805	4109185
806	4055748
807	4084331
808	4077458
809	4096249
810	4084334
811	4079457
812	4092909
813	4067270
814	4091633
815	4069442
816	4108818
817	4088100
818	4092542
819	4114221
820	4091718
821	4119580
822	4112361
823	4130716
824	4111332
825	4139044
826	4122032
827	4129013
828	4154001
829	4137448
830	4169621
831	4149877
832	4183867
833	4161639
834	4162363
835	4199549
836	4177443
837	4203997
838	4193950
839	4210114
840	4195526
841	4216113
842	4218102
843	4196389
844	4236835
845	4228333
846	4244476
847	4223933
848	4261929
849	4233366
850	4259104
851	4239481
852	4254549
853	4289554
854	4269407
855	4320009
856	4282076
857	4304879
858	4300107
859	4313859
860	4299024
861	4316146
862	4310067
863	4294013
864	4332822
865	4317309
866	4344033
867	4332457
868	4352019
869	4346663
870	4365575
871	4340702
872	4355360
873	4353443
874	4352448
875	4384608
876	4360358
877	4400738
878	4386873
879	4409556
880	4396504
881	4422551
882	4404531
883	4440806
884	4419517
885	4471909
886	4476795
887	4435932
888	4457085
889	4428829
890	4462500
891	4443826
892	4476467
893	4452755
894	4490540
895	4460303
896	4489638
897	4469981
898	4497018
899	4481131
900	4508200
901	4495317
902	4500817
903	4549421
904	4521185
905	4540289
906	4515156
907	4550263
908	4531079
909	4548316
910	4527975
911	4557898
912	4540126
913	4578371
914	4557349
915	4583196
916	4574946
917	4595423
918	4587215
919	4616534
920	4590207
921	4617055
922	4610897
923	4631400
924	4604705
925	4634159
926	4643098
927	4626564
928	4656243
929	4633434
930	4657409
931	4628253
932	4676142
933	4650407
934	4683070
935	4662875
936	4683771
937	4666950
938	4684419
939	4673328
940	4713018
941	4689937
942	4726657
943	4698656
944	4730682
945	4719115
946	4742540
947	4725567
948	4744584
949	4732537
950	4751472
951	4737693
952	4782303
953	4750360
954	4783361
955	4760405
956	4777360
957	4769156
958	4808447
959	4771156
960	4801111
961	4798941
962	4830984
963	4814351
964	4843713
965	4832213
966	4850328
967	4827411
968	4866387
969	4836649
970	4863457
971	4836094
972	4859680
973	4861202
974	4885529
975	4878406
976	4888069
977	4862252
978	4892043
979	4871557
980	4913001
981	4884533
982	4908217
983	4907598
984	4925146
985	4911339
986	4955755
987	4938927
988	4955816
989	4930699
990	4952003
991	4942450
992	4966256
993	4968613
994	4961936
995	4972871
996	4970748
997	4998378
998	5005994
